gender,age,person_id,became_member_on,income,age_units10,age_units5,join_year,join_month,join_day,now,join_period,income_rank,total_buy
F,61,120a5a55d3,2016-01-01,58000.0,60,60,2016,1,1,2021-07-26,2033,income_3th,47.7
M,44,20e6b5b790,2016-01-24,56000.0,40,40,2016,1,24,2021-07-26,2010,income_3th,149.24
F,67,71d3c27848,2018-01-03,71000.0,60,65,2018,1,3,2021-07-26,1300,income_3th,150.49
M,24,0def8320fc,2017-11-22,57000.0,20,20,2017,11,22,2021-07-26,1342,income_3th,20.45
M,42,31059a1754,2016-08-03,51000.0,40,40,2016,8,3,2021-07-26,1818,income_3th,211.23999999999998
M,48,9729bb96b9,2015-11-10,33000.0,40,45,2015,11,10,2021-07-26,2085,income_4th,26.96
M,36,f83a0ca17c,2017-08-13,69000.0,30,35,2017,8,13,2021-07-26,1443,income_3th,16.55
M,18,5d212c185b,2018-03-26,47000.0,10,15,2018,3,26,2021-07-26,1218,income_4th,21.73
M,21,44a49d74b6,2017-08-03,43000.0,20,20,2017,8,3,2021-07-26,1453,income_4th,27.95
M,51,18dc0436a2,2014-08-29,35000.0,50,50,2014,8,29,2021-07-26,2523,income_4th,41.72
M,71,7b4acaf204,2017-10-19,46000.0,70,70,2017,10,19,2021-07-26,1376,income_4th,7.76
F,56,b870216e36,2016-11-04,91000.0,50,55,2016,11,4,2021-07-26,1725,income_2th,153.60999999999999
F,66,c488db98e3,2015-11-03,69000.0,60,65,2015,11,3,2021-07-26,2092,income_3th,288.78
F,25,0ac4004c9f,2017-08-23,40000.0,20,25,2017,8,23,2021-07-26,1433,income_4th,102.08
M,66,bcbd951fa3,2018-04-02,70000.0,60,65,2018,4,2,2021-07-26,1211,income_3th,105.88999999999999
M,51,6cfbe26d81,2017-06-09,37000.0,50,50,2017,6,9,2021-07-26,1508,income_4th,92.61999999999999
M,58,edcf3cb99c,2018-02-18,90000.0,50,55,2018,2,18,2021-07-26,1254,income_2th,76.74
F,56,f4a11bc75a,2017-11-13,59000.0,50,55,2017,11,13,2021-07-26,1351,income_3th,26.6
F,66,4f499c198d,2017-05-17,75000.0,60,65,2017,5,17,2021-07-26,1531,income_3th,120.14
M,24,78bb7e19ab,2018-03-02,50000.0,20,20,2018,3,2,2021-07-26,1242,income_4th,7.890000000000001
M,63,b2013e977b,2018-04-01,44000.0,60,60,2018,4,1,2021-07-26,1212,income_4th,35.61
M,44,e590c974d8,2018-07-22,41000.0,40,40,2018,7,22,2021-07-26,1100,income_4th,14.79
M,50,4987202c49,2014-02-11,37000.0,50,50,2014,2,11,2021-07-26,2722,income_4th,7.16
F,41,2eac364f98,2017-12-04,80000.0,40,40,2017,12,4,2021-07-26,1330,income_2th,47.5
F,60,c2bc9cc197,2018-01-29,96000.0,60,60,2018,1,29,2021-07-26,1274,income_2th,101.75
M,70,416454937d,2014-12-12,36000.0,70,70,2014,12,12,2021-07-26,2418,income_4th,77.48
M,42,b0e48cab3d,2017-08-06,68000.0,40,40,2017,8,6,2021-07-26,1450,income_3th,268.26
F,21,45da79fb1a,2016-02-11,70000.0,20,20,2016,2,11,2021-07-26,1992,income_3th,414.23999999999995
F,59,1cf4f9506a,2016-10-08,92000.0,50,55,2016,10,8,2021-07-26,1752,income_2th,261.47999999999996
M,44,53e8bb8891,2017-02-03,58000.0,40,40,2017,2,3,2021-07-26,1634,income_3th,95.81
F,51,970d7af203,2015-08-30,76000.0,50,50,2015,8,30,2021-07-26,2157,income_2th,173.45
M,93,8b6427bb8a,2015-10-10,57000.0,90,90,2015,10,10,2021-07-26,2116,income_3th,63.17
F,73,b8a0e096e3,2018-07-02,61000.0,70,70,2018,7,2,2021-07-26,1120,income_3th,43.72
F,23,c8bd3632ce,2017-03-01,46000.0,20,20,2017,3,1,2021-07-26,1608,income_4th,261.02000000000004
F,56,76f2d0fd5c,2015-12-27,82000.0,50,55,2015,12,27,2021-07-26,2038,income_2th,146.97
M,37,106ebd92bf,2017-10-07,32000.0,30,35,2017,10,7,2021-07-26,1388,income_4th,20.269999999999996
F,21,fbf945cf7c,2017-12-16,51000.0,20,20,2017,12,16,2021-07-26,1318,income_3th,88.82999999999998
M,51,b0df19319f,2017-11-30,74000.0,50,50,2017,11,30,2021-07-26,1334,income_3th,32.69
F,47,33f94bb304,2017-09-29,37000.0,40,45,2017,9,29,2021-07-26,1396,income_4th,72.72
M,97,32e59b6fff,2018-04-20,40000.0,90,95,2018,4,20,2021-07-26,1193,income_4th,7.359999999999999
F,60,3bb72efdf4,2016-07-13,83000.0,60,60,2016,7,13,2021-07-26,1839,income_2th,283.09999999999997
F,64,e67ada5fe1,2017-04-14,40000.0,60,60,2017,4,14,2021-07-26,1564,income_4th,69.39
F,58,6315392db2,2018-07-11,93000.0,50,55,2018,7,11,2021-07-26,1111,income_2th,113.54
M,26,7afd804bab,2016-06-09,63000.0,20,25,2016,6,9,2021-07-26,1873,income_3th,122.64
M,53,55c6fbd642,2017-05-19,55000.0,50,50,2017,5,19,2021-07-26,1529,income_3th,221.08
M,56,395d93dc9b,2014-05-26,75000.0,50,55,2014,5,26,2021-07-26,2618,income_3th,50.5
F,29,c38c65f683,2018-03-12,32000.0,20,25,2018,3,12,2021-07-26,1232,income_4th,21.31
F,47,6e23a5486c,2018-01-20,93000.0,40,45,2018,1,20,2021-07-26,1283,income_2th,302.37
F,74,359aa75bac,2018-03-24,67000.0,70,70,2018,3,24,2021-07-26,1220,income_3th,12.469999999999999
F,75,3d6838fcab,2016-11-04,79000.0,70,75,2016,11,4,2021-07-26,1725,income_2th,173.04
M,59,c836ae4ca1,2017-08-19,67000.0,50,55,2017,8,19,2021-07-26,1437,income_3th,18.83
M,65,54dedf2f67,2016-02-10,106000.0,60,65,2016,2,10,2021-07-26,1993,income_1th,208.61999999999998
M,54,1a3e35ba8c,2016-03-10,109000.0,50,50,2016,3,10,2021-07-26,1964,income_1th,293.57
F,60,943eba7452,2013-12-25,57000.0,60,60,2013,12,25,2021-07-26,2770,income_3th,32.879999999999995
F,55,df21032020,2017-12-06,75000.0,50,55,2017,12,6,2021-07-26,1328,income_3th,55.4
M,54,29326f9f93,2016-02-25,61000.0,50,50,2016,2,25,2021-07-26,1978,income_3th,80.78999999999999
M,85,1f88b300c6,2016-06-28,75000.0,80,85,2016,6,28,2021-07-26,1854,income_3th,45.650000000000006
M,47,edde991584,2018-04-16,43000.0,40,45,2018,4,16,2021-07-26,1197,income_4th,17.34
M,66,e16d5add92,2016-05-16,54000.0,60,65,2016,5,16,2021-07-26,1897,income_3th,260.01
F,49,f3d5c65a17,2018-03-21,73000.0,40,45,2018,3,21,2021-07-26,1223,income_3th,20.729999999999997
M,19,89c440131f,2018-03-19,44000.0,10,15,2018,3,19,2021-07-26,1225,income_4th,24.020000000000003
F,76,cb92a8c166,2017-05-20,115000.0,70,75,2017,5,20,2021-07-26,1528,income_1th,154.25
M,40,7127e3ab32,2014-05-29,67000.0,40,40,2014,5,29,2021-07-26,2615,income_3th,141.25
M,89,d162eae110,2018-02-19,80000.0,80,85,2018,2,19,2021-07-26,1253,income_2th,163.13
F,88,72412f41d9,2016-01-17,105000.0,80,85,2016,1,17,2021-07-26,2017,income_1th,209.70999999999998
M,59,f9c27f6e2f,2017-10-28,50000.0,50,55,2017,10,28,2021-07-26,1367,income_4th,112.92
M,27,5bd7a2745d,2015-09-08,39000.0,20,25,2015,9,8,2021-07-26,2148,income_4th,24.12
F,67,06476b6b8d,2016-09-10,111000.0,60,65,2016,9,10,2021-07-26,1780,income_1th,223.52000000000004
M,43,8db03c98a2,2018-07-24,56000.0,40,40,2018,7,24,2021-07-26,1098,income_3th,8.74
M,62,f709aca8c4,2015-09-09,113000.0,60,60,2015,9,9,2021-07-26,2147,income_1th,897.77
M,75,cf5d89bcd0,2017-05-26,43000.0,70,75,2017,5,26,2021-07-26,1522,income_4th,47.21
F,24,315a53ae71,2017-05-31,37000.0,20,20,2017,5,31,2021-07-26,1517,income_4th,69.17999999999999
M,22,492e3e3ade,2018-07-03,71000.0,20,20,2018,7,3,2021-07-26,1119,income_3th,25.54
M,70,4b7be2796f,2014-01-10,71000.0,70,70,2014,1,10,2021-07-26,2754,income_3th,80.53
M,56,3baa1149bb,2018-01-19,60000.0,50,55,2018,1,19,2021-07-26,1284,income_3th,8.15
M,54,69c15bc685,2015-09-13,70000.0,50,50,2015,9,13,2021-07-26,2143,income_3th,182.15
F,72,5000aa9e8f,2018-01-03,96000.0,70,70,2018,1,3,2021-07-26,1300,income_2th,104.8
M,47,5167094eab,2017-09-15,46000.0,40,45,2017,9,15,2021-07-26,1410,income_4th,112.47
M,46,1a2dafb013,2017-12-29,43000.0,40,45,2017,12,29,2021-07-26,1305,income_4th,39.989999999999995
F,54,29238e21ec,2017-07-10,101000.0,50,50,2017,7,10,2021-07-26,1477,income_1th,241.01000000000002
M,88,246126838b,2017-09-10,64000.0,80,85,2017,9,10,2021-07-26,1415,income_3th,172.66000000000003
F,87,e465b76ab7,2016-12-27,31000.0,80,85,2016,12,27,2021-07-26,1672,income_4th,54.52
M,45,c7c8f63a69,2017-08-12,76000.0,40,45,2017,8,12,2021-07-26,1444,income_2th,31.68
M,34,4d5618b1bd,2018-01-31,52000.0,30,30,2018,1,31,2021-07-26,1272,income_3th,132.37
M,63,48c1ee6a10,2013-09-02,45000.0,60,60,2013,9,2,2021-07-26,2884,income_4th,43.99999999999999
M,75,248dc37acf,2018-05-29,37000.0,70,75,2018,5,29,2021-07-26,1154,income_4th,11.620000000000001
F,60,a80ed01ca0,2017-08-07,113000.0,60,60,2017,8,7,2021-07-26,1449,income_1th,55.519999999999996
M,45,c85fc8b42e,2016-02-22,58000.0,40,45,2016,2,22,2021-07-26,1981,income_3th,115.89999999999999
M,21,f380a49700,2016-04-03,48000.0,20,20,2016,4,3,2021-07-26,1940,income_4th,134.83
M,46,2f93795341,2018-04-17,76000.0,40,45,2018,4,17,2021-07-26,1196,income_2th,65.02
F,85,617a8fe20e,2017-10-04,31000.0,80,85,2017,10,4,2021-07-26,1391,income_4th,5.21
M,42,fa12600982,2015-01-22,45000.0,40,40,2015,1,22,2021-07-26,2377,income_4th,62.55000000000001
M,74,3c65635c6c,2017-03-07,77000.0,70,70,2017,3,7,2021-07-26,1602,income_2th,52.66
F,53,52eb99f083,2015-09-14,96000.0,50,50,2015,9,14,2021-07-26,2142,income_2th,278.3
M,53,c64ca3264b,2017-09-29,51000.0,50,50,2017,9,29,2021-07-26,1396,income_3th,7.959999999999999
M,61,955a27cddf,2018-04-19,35000.0,60,60,2018,4,19,2021-07-26,1194,income_4th,7.989999999999999
F,70,7b53d7ddc0,2015-12-29,95000.0,70,70,2015,12,29,2021-07-26,2036,income_2th,288.15000000000003
M,49,7fd4168b70,2018-01-25,96000.0,40,45,2018,1,25,2021-07-26,1278,income_2th,26.88
F,70,bc8f94f7e2,2016-03-15,100000.0,70,70,2016,3,15,2021-07-26,1959,income_2th,350.65
M,60,c1be2d7ddf,2018-01-04,84000.0,60,60,2018,1,4,2021-07-26,1299,income_2th,85.67
F,28,1afa3c131c,2014-04-27,38000.0,20,25,2014,4,27,2021-07-26,2647,income_4th,25.650000000000002
M,43,fbfe4e14cb,2014-06-21,73000.0,40,40,2014,6,21,2021-07-26,2592,income_3th,33.580000000000005
F,71,8d4554196c,2018-01-29,93000.0,70,70,2018,1,29,2021-07-26,1274,income_2th,121.26
M,69,a9405d222e,2016-11-19,31000.0,60,65,2016,11,19,2021-07-26,1710,income_4th,130.52999999999997
F,57,9051ff3eaf,2016-05-27,56000.0,50,55,2016,5,27,2021-07-26,1886,income_3th,204.64999999999998
F,47,507e271f7d,2018-04-27,60000.0,40,45,2018,4,27,2021-07-26,1186,income_3th,4.739999999999999
F,43,2201a5d7a5,2017-10-09,77000.0,40,40,2017,10,9,2021-07-26,1386,income_2th,180.96
M,60,f1c2a53947,2014-02-16,52000.0,60,60,2014,2,16,2021-07-26,2717,income_3th,67.14000000000001
F,57,1bf9370f3a,2017-04-28,74000.0,50,55,2017,4,28,2021-07-26,1550,income_3th,83.77000000000001
F,58,e27b7b5d90,2017-12-14,114000.0,50,55,2017,12,14,2021-07-26,1320,income_1th,150.86
M,30,e671898959,2017-12-13,68000.0,30,30,2017,12,13,2021-07-26,1321,income_3th,11.46
F,47,e763002bb9,2018-02-09,41000.0,40,45,2018,2,9,2021-07-26,1263,income_4th,95.84
M,74,36f521d12a,2018-06-03,61000.0,70,70,2018,6,3,2021-07-26,1149,income_3th,15.02
M,83,bb54106e5d,2014-02-22,61000.0,80,80,2014,2,22,2021-07-26,2711,income_3th,108.31
M,63,a138d7637a,2018-01-24,96000.0,60,60,2018,1,24,2021-07-26,1279,income_2th,47.13
M,77,d18403099d,2016-11-08,37000.0,70,75,2016,11,8,2021-07-26,1721,income_4th,137.1
M,32,bc36862e6d,2017-01-20,45000.0,30,30,2017,1,20,2021-07-26,1648,income_4th,114.94
F,64,f95b3a584b,2017-12-27,69000.0,60,60,2017,12,27,2021-07-26,1307,income_3th,37.39
F,60,0e1d61a719,2017-06-13,96000.0,60,60,2017,6,13,2021-07-26,1504,income_2th,102.72
F,46,8f1d8f4875,2018-04-11,73000.0,40,45,2018,4,11,2021-07-26,1202,income_3th,119.26
M,54,4eab02d70a,2017-07-13,32000.0,50,50,2017,7,13,2021-07-26,1474,income_4th,57.11
M,75,b75f60f949,2018-04-24,32000.0,70,75,2018,4,24,2021-07-26,1189,income_4th,7.39
F,70,74ba9f5fa5,2017-10-31,92000.0,70,70,2017,10,31,2021-07-26,1364,income_2th,257.90999999999997
M,26,2fd7a38e76,2017-02-05,55000.0,20,25,2017,2,5,2021-07-26,1632,income_3th,204.83
M,76,051e221bbd,2016-07-05,69000.0,70,75,2016,7,5,2021-07-26,1847,income_3th,322.75
M,77,4de618ca39,2015-10-14,82000.0,70,75,2015,10,14,2021-07-26,2112,income_2th,164.5
M,37,4c96ee37b5,2018-01-22,68000.0,30,35,2018,1,22,2021-07-26,1281,income_3th,27.81
F,62,13712893fc,2017-08-26,98000.0,60,60,2017,8,26,2021-07-26,1430,income_2th,77.5
F,57,431c1dedcd,2017-11-18,77000.0,50,55,2017,11,18,2021-07-26,1346,income_2th,54.68
F,44,63fcd3b7b0,2016-03-12,67000.0,40,40,2016,3,12,2021-07-26,1962,income_3th,132.26
M,62,a024732dd4,2015-09-11,56000.0,60,60,2015,9,11,2021-07-26,2145,income_3th,125.56
M,32,090787edb9,2014-06-29,40000.0,30,30,2014,6,29,2021-07-26,2584,income_4th,81.05
F,70,681ad9de9d,2016-03-25,56000.0,70,70,2016,3,25,2021-07-26,1949,income_3th,125.68
F,68,8d30c52493,2016-05-28,116000.0,60,65,2016,5,28,2021-07-26,1885,income_1th,142.82
F,53,8284624d7c,2017-11-22,72000.0,50,50,2017,11,22,2021-07-26,1342,income_3th,127.47999999999999
F,49,bb16ec6e02,2016-09-29,94000.0,40,45,2016,9,29,2021-07-26,1761,income_2th,218.43000000000004
F,85,089d00cfd1,2015-11-30,75000.0,80,85,2015,11,30,2021-07-26,2065,income_3th,408.0999999999999
M,50,8273598337,2017-04-14,52000.0,50,50,2017,4,14,2021-07-26,1564,income_3th,140.54999999999998
M,36,d68d55e1ac,2017-06-10,67000.0,30,35,2017,6,10,2021-07-26,1507,income_3th,182.23
F,60,ec54c62e10,2018-03-10,73000.0,60,60,2018,3,10,2021-07-26,1234,income_3th,47.78
F,70,5dca502de3,2015-11-07,110000.0,70,70,2015,11,7,2021-07-26,2088,income_1th,193.94000000000003
F,44,226a51a4d1,2017-11-01,58000.0,40,40,2017,11,1,2021-07-26,1363,income_3th,49.18
M,45,fc0561465f,2017-11-27,68000.0,40,45,2017,11,27,2021-07-26,1337,income_3th,100.39
M,51,e40650c705,2017-12-11,39000.0,50,50,2017,12,11,2021-07-26,1323,income_4th,17.450000000000003
M,49,b23fd66b4b,2016-02-13,44000.0,40,45,2016,2,13,2021-07-26,1990,income_4th,61.489999999999995
M,37,668d781e8f,2017-08-22,66000.0,30,35,2017,8,22,2021-07-26,1434,income_3th,87.24
M,41,a3f828c0fa,2018-05-03,83000.0,40,40,2018,5,3,2021-07-26,1180,income_2th,136.02
M,69,e7770213c8,2017-11-21,60000.0,60,65,2017,11,21,2021-07-26,1343,income_3th,6.24
M,85,e9d95a32f9,2018-05-02,50000.0,80,85,2018,5,2,2021-07-26,1181,income_4th,150.61999999999998
M,40,f6732790cf,2017-05-31,99000.0,40,40,2017,5,31,2021-07-26,1517,income_2th,92.00999999999999
M,54,7d838fbaa6,2017-10-22,120000.0,50,50,2017,10,22,2021-07-26,1373,income_1th,97.36
F,48,dde37c32b5,2017-12-13,56000.0,40,45,2017,12,13,2021-07-26,1321,income_3th,37.03
F,86,a42c66f6ab,2016-01-29,76000.0,80,85,2016,1,29,2021-07-26,2005,income_2th,206.7
F,88,e98cd87a44,2015-08-06,53000.0,80,85,2015,8,6,2021-07-26,2181,income_3th,181.45
M,28,f630d4e757,2018-07-09,68000.0,20,25,2018,7,9,2021-07-26,1113,income_3th,223.07
M,69,c5f291c0fb,2014-10-23,70000.0,60,65,2014,10,23,2021-07-26,2468,income_3th,49.489999999999995
M,56,a5ecec6855,2017-12-30,97000.0,50,55,2017,12,30,2021-07-26,1304,income_2th,146.67
M,61,9719186ce7,2013-08-31,70000.0,60,60,2013,8,31,2021-07-26,2886,income_3th,92.32000000000001
F,53,9d8f44ec36,2016-07-26,87000.0,50,50,2016,7,26,2021-07-26,1826,income_2th,230.42999999999998
M,30,e815018e63,2018-04-22,48000.0,30,30,2018,4,22,2021-07-26,1191,income_4th,108.25000000000001
F,78,70f8c587fc,2018-06-12,81000.0,70,75,2018,6,12,2021-07-26,1140,income_2th,83.69
F,82,940cc540a6,2016-07-23,94000.0,80,80,2016,7,23,2021-07-26,1829,income_2th,274.59000000000003
F,54,ad48cce43e,2017-12-02,61000.0,50,50,2017,12,2,2021-07-26,1332,income_3th,28.85
M,94,b8bef39dd2,2016-07-28,51000.0,90,90,2016,7,28,2021-07-26,1824,income_3th,676.41
F,94,6ec2b241dd,2017-06-01,73000.0,90,90,2017,6,1,2021-07-26,1516,income_3th,153.19000000000003
F,35,112332d998,2018-04-08,50000.0,30,35,2018,4,8,2021-07-26,1205,income_4th,59.02
M,58,d3c01d3f66,2016-07-29,93000.0,50,55,2016,7,29,2021-07-26,1823,income_2th,156.01999999999998
F,61,e4c1df3329,2016-11-05,113000.0,60,60,2016,11,5,2021-07-26,1724,income_1th,113.28
M,32,4f0dcdd442,2017-03-06,50000.0,30,30,2017,3,6,2021-07-26,1603,income_4th,183.63999999999996
M,70,f97466e2ac,2017-10-03,96000.0,70,70,2017,10,3,2021-07-26,1392,income_2th,120.42
M,76,5bfbf2afd1,2017-11-30,50000.0,70,75,2017,11,30,2021-07-26,1334,income_4th,22.279999999999998
M,82,0db38d21da,2018-06-04,31000.0,80,80,2018,6,4,2021-07-26,1148,income_4th,39.120000000000005
F,67,31b1bf63e5,2017-01-22,103000.0,60,65,2017,1,22,2021-07-26,1646,income_1th,139.51000000000002
M,47,c1b48c3da5,2017-04-13,64000.0,40,45,2017,4,13,2021-07-26,1565,income_3th,153.12999999999997
F,53,1e8555612c,2016-12-09,104000.0,50,50,2016,12,9,2021-07-26,1690,income_1th,228.21
M,40,13f26e369c,2017-02-05,39000.0,40,40,2017,2,5,2021-07-26,1632,income_4th,73.58
M,59,f79eaef459,2017-08-12,78000.0,50,55,2017,8,12,2021-07-26,1444,income_2th,199.51999999999998
F,76,d1156d13c1,2016-04-24,71000.0,70,75,2016,4,24,2021-07-26,1919,income_3th,116.05000000000001
M,34,c766988254,2018-01-08,38000.0,30,30,2018,1,8,2021-07-26,1295,income_4th,23.15
F,43,c0ed6d30ea,2016-04-23,90000.0,40,40,2016,4,23,2021-07-26,1920,income_2th,237.51000000000005
F,86,0121fe001b,2018-04-12,109000.0,80,85,2018,4,12,2021-07-26,1201,income_1th,191.68
M,69,dad1c0e6bf,2017-08-02,35000.0,60,65,2017,8,2,2021-07-26,1454,income_4th,117.34
M,75,06f4bfb1cb,2017-12-14,75000.0,70,75,2017,12,14,2021-07-26,1320,income_3th,205.42000000000002
F,67,f02b33f57a,2017-03-27,110000.0,60,65,2017,3,27,2021-07-26,1582,income_1th,102.42
M,71,53696ba3fa,2017-03-26,75000.0,70,70,2017,3,26,2021-07-26,1583,income_3th,41.22
M,20,89f98f3596,2017-09-10,51000.0,20,20,2017,9,10,2021-07-26,1415,income_3th,21.490000000000002
M,59,bf9a977afa,2016-06-19,93000.0,50,55,2016,6,19,2021-07-26,1863,income_2th,90.52000000000001
M,21,747ef5ce4c,2017-10-30,54000.0,20,20,2017,10,30,2021-07-26,1365,income_3th,12.579999999999998
M,27,c85102fc71,2017-12-24,62000.0,20,25,2017,12,24,2021-07-26,1310,income_3th,23.770000000000003
F,54,50c3063af3,2016-09-22,120000.0,50,50,2016,9,22,2021-07-26,1768,income_1th,233.12999999999997
M,59,d2b287e7ec,2016-08-15,99000.0,50,55,2016,8,15,2021-07-26,1806,income_2th,157.47
M,74,9a3ae3cd8a,2016-09-14,82000.0,70,70,2016,9,14,2021-07-26,1776,income_2th,165.5
F,57,3671e62b64,2017-08-21,46000.0,50,55,2017,8,21,2021-07-26,1435,income_4th,98.77000000000001
M,58,c741506429,2017-10-31,44000.0,50,55,2017,10,31,2021-07-26,1364,income_4th,54.040000000000006
M,62,ccb81c7706,2017-09-24,52000.0,60,60,2017,9,24,2021-07-26,1401,income_3th,23.53
M,47,244d3bc4a9,2017-02-06,39000.0,40,45,2017,2,6,2021-07-26,1631,income_4th,43.440000000000005
M,19,de557b1ba8,2017-01-27,47000.0,10,15,2017,1,27,2021-07-26,1641,income_4th,34.82
M,57,021adce38a,2017-04-05,65000.0,50,55,2017,4,5,2021-07-26,1573,income_3th,247.26000000000002
M,34,e4193dd54a,2013-09-17,61000.0,30,30,2013,9,17,2021-07-26,2869,income_3th,72.71000000000001
M,20,208bf54c36,2014-07-01,73000.0,20,20,2014,7,1,2021-07-26,2582,income_3th,60.23
F,41,a83c48c17c,2016-06-15,61000.0,40,40,2016,6,15,2021-07-26,1867,income_3th,169.29
M,19,84c753e586,2017-11-01,33000.0,10,15,2017,11,1,2021-07-26,1363,income_4th,24.5
F,57,83d46d4278,2017-05-05,93000.0,50,55,2017,5,5,2021-07-26,1543,income_2th,167.58
M,69,6214d18ada,2017-02-23,73000.0,60,65,2017,2,23,2021-07-26,1614,income_3th,366.79999999999995
M,49,a6292629df,2017-11-10,79000.0,40,45,2017,11,10,2021-07-26,1354,income_2th,128.48999999999998
M,36,59e8af4b2f,2017-12-23,63000.0,30,35,2017,12,23,2021-07-26,1311,income_3th,65.45
F,52,1d72c517c8,2018-03-02,89000.0,50,50,2018,3,2,2021-07-26,1242,income_2th,85.74999999999999
M,43,e9d127cf3f,2018-03-23,72000.0,40,40,2018,3,23,2021-07-26,1221,income_3th,26.830000000000005
M,19,cfddca83cd,2017-08-12,58000.0,10,15,2017,8,12,2021-07-26,1444,income_3th,4.35
F,47,b23f03652b,2016-04-30,59000.0,40,45,2016,4,30,2021-07-26,1913,income_3th,209.35999999999999
M,40,c9f5e6b791,2015-04-26,66000.0,40,40,2015,4,26,2021-07-26,2283,income_3th,35.0
M,36,9eebfc7e84,2017-02-22,75000.0,30,35,2017,2,22,2021-07-26,1615,income_3th,383.2900000000001
F,71,2e971027f5,2017-07-31,114000.0,70,70,2017,7,31,2021-07-26,1456,income_1th,78.47
F,38,d3fde2db51,2017-07-17,99000.0,30,35,2017,7,17,2021-07-26,1470,income_2th,371.03000000000003
M,36,261a27512c,2018-07-09,91000.0,30,35,2018,7,9,2021-07-26,1113,income_2th,113.17000000000002
M,72,2dd5daa8a5,2018-03-01,37000.0,70,70,2018,3,1,2021-07-26,1243,income_4th,11.620000000000001
M,65,a0ae43a9b2,2018-01-10,30000.0,60,65,2018,1,10,2021-07-26,1293,income_4th,18.83
M,49,8b7cb82557,2017-07-31,48000.0,40,45,2017,7,31,2021-07-26,1456,income_4th,6.36
F,47,15340eb06d,2017-10-27,52000.0,40,45,2017,10,27,2021-07-26,1368,income_3th,147.64
F,75,3ca81d378a,2018-01-17,97000.0,70,75,2018,1,17,2021-07-26,1286,income_2th,146.77
F,55,6280ae4ee7,2014-09-08,63000.0,50,55,2014,9,8,2021-07-26,2513,income_3th,53.239999999999995
F,63,c2eacdc687,2014-08-05,84000.0,60,60,2014,8,5,2021-07-26,2547,income_2th,103.47000000000001
F,54,7f07308a06,2016-10-16,106000.0,50,50,2016,10,16,2021-07-26,1744,income_1th,223.60999999999999
F,42,967e2f8cab,2017-12-26,72000.0,40,40,2017,12,26,2021-07-26,1308,income_3th,215.72
F,67,67e28b7e5e,2016-10-08,70000.0,60,65,2016,10,8,2021-07-26,1752,income_3th,798.63
F,62,a05d5de8d4,2018-02-04,74000.0,60,60,2018,2,4,2021-07-26,1268,income_3th,141.02
F,60,9b42f9e0dc,2018-02-26,58000.0,60,60,2018,2,26,2021-07-26,1246,income_3th,99.51999999999998
M,74,b428d395c9,2018-01-05,46000.0,70,70,2018,1,5,2021-07-26,1298,income_4th,10.16
M,65,d73a95cbae,2016-02-11,58000.0,60,65,2016,2,11,2021-07-26,1992,income_3th,196.92000000000002
M,60,5c4236ce34,2017-12-07,57000.0,60,60,2017,12,7,2021-07-26,1327,income_3th,14.76
F,70,e7f1ad269a,2017-10-23,47000.0,70,70,2017,10,23,2021-07-26,1372,income_4th,128.35
F,72,eb6159cee9,2016-04-21,109000.0,70,70,2016,4,21,2021-07-26,1922,income_1th,63.730000000000004
M,50,1885c809d5,2017-10-06,76000.0,50,50,2017,10,6,2021-07-26,1389,income_2th,39.71
M,54,25b16f192a,2016-08-14,85000.0,50,50,2016,8,14,2021-07-26,1807,income_2th,267.90000000000003
M,66,db06532760,2017-06-06,92000.0,60,65,2017,6,6,2021-07-26,1511,income_2th,277.81
F,62,75a147f153,2015-02-02,45000.0,60,60,2015,2,2,2021-07-26,2366,income_4th,78.86999999999999
M,20,3ff318b1f7,2017-11-01,53000.0,20,20,2017,11,1,2021-07-26,1363,income_3th,18.189999999999998
M,52,947e6148f5,2017-10-29,92000.0,50,50,2017,10,29,2021-07-26,1366,income_2th,29.45
F,95,730a4c52e0,2017-08-16,66000.0,90,95,2017,8,16,2021-07-26,1440,income_3th,26.02
M,73,33834c812b,2017-06-26,49000.0,70,70,2017,6,26,2021-07-26,1491,income_4th,92.49999999999999
M,21,4bdbd48958,2015-11-11,71000.0,20,20,2015,11,11,2021-07-26,2084,income_3th,66.91000000000001
M,90,67122ee116,2018-07-17,55000.0,90,90,2018,7,17,2021-07-26,1105,income_3th,9.969999999999999
M,63,7d54b36f7d,2016-06-16,96000.0,60,60,2016,6,16,2021-07-26,1866,income_2th,179.12
M,29,8b4fdc40b3,2017-10-27,30000.0,20,25,2017,10,27,2021-07-26,1368,income_4th,20.86
M,66,d31fa8b971,2016-12-02,91000.0,60,65,2016,12,2,2021-07-26,1697,income_2th,184.59000000000003
M,59,3a44faa864,2016-04-30,72000.0,50,55,2016,4,30,2021-07-26,1913,income_3th,88.69
M,33,42ee9df85c,2016-05-26,64000.0,30,30,2016,5,26,2021-07-26,1887,income_3th,20.31
M,60,b424a0f112,2015-04-29,57000.0,60,60,2015,4,29,2021-07-26,2280,income_3th,50.309999999999995
F,79,86a00bb1fc,2016-05-22,77000.0,70,75,2016,5,22,2021-07-26,1891,income_2th,16.92
F,50,0e0b661dcd,2015-10-14,86000.0,50,50,2015,10,14,2021-07-26,2112,income_2th,143.15
M,28,8827be85fc,2017-08-15,35000.0,20,25,2017,8,15,2021-07-26,1441,income_4th,13.370000000000001
