gender,age,person_id,became_member_on,income,age_units10,age_units5,join_year,join_month,join_day,now,join_period
F,56,2231e76532,2016-10-01,83000.0,50,55,2016,10,1,2021-07-26,1759
M,81,373f17b5f2,2017-12-14,81000.0,80,80,2017,12,14,2021-07-26,1320
M,75,998ea4ad48,2017-04-15,87000.0,70,75,2017,4,15,2021-07-26,1563
M,46,bca3d652a0,2017-08-25,56000.0,40,45,2017,8,25,2021-07-26,1431
M,62,e8f410d5c3,2016-05-25,63000.0,60,60,2016,5,25,2021-07-26,1888
M,27,0b6c775f84,2017-11-09,35000.0,20,25,2017,11,9,2021-07-26,1355
F,67,e6ac047d13,2017-11-27,42000.0,60,65,2017,11,27,2021-07-26,1337
M,34,e34c323ae6,2017-11-28,51000.0,30,30,2017,11,28,2021-07-26,1336
M,68,e211ccfbd3,2018-04-28,55000.0,60,65,2018,4,28,2021-07-26,1185
M,47,c964ceaded,2014-12-20,44000.0,40,45,2014,12,20,2021-07-26,2410
M,67,e57d16caa8,2016-11-26,93000.0,60,65,2016,11,26,2021-07-26,1703
M,19,2a50927670,2017-08-30,70000.0,10,15,2017,8,30,2021-07-26,1426
M,57,1e41c43e18,2018-03-05,46000.0,50,55,2018,3,5,2021-07-26,1239
M,52,dbc1309c2e,2015-08-05,94000.0,50,50,2015,8,5,2021-07-26,2182
M,58,cf60b23acd,2018-03-01,48000.0,50,55,2018,3,1,2021-07-26,1243
F,30,d12dde8c2f,2018-02-05,54000.0,30,30,2018,2,5,2021-07-26,1267
M,57,b45a587bef,2015-09-01,120000.0,50,55,2015,9,1,2021-07-26,2155
F,58,8fad4dd94f,2018-03-25,89000.0,50,55,2018,3,25,2021-07-26,1219
M,52,391d8ec364,2016-08-20,89000.0,50,50,2016,8,20,2021-07-26,1801
M,68,834f424295,2015-12-17,57000.0,60,65,2015,12,17,2021-07-26,2048
F,64,0cfc87a1ae,2017-06-13,71000.0,60,60,2017,6,13,2021-07-26,1504
M,44,201db3555d,2018-04-15,40000.0,40,40,2018,4,15,2021-07-26,1198
F,58,8db30a2bb6,2016-09-06,81000.0,50,55,2016,9,6,2021-07-26,1784
M,21,3da3248fc0,2016-11-23,62000.0,20,20,2016,11,23,2021-07-26,1706
M,81,6243a283a7,2018-06-23,38000.0,80,80,2018,6,23,2021-07-26,1129
M,50,542ecf31aa,2018-07-11,39000.0,50,50,2018,7,11,2021-07-26,1111
M,20,231f39abf1,2015-12-03,45000.0,20,20,2015,12,3,2021-07-26,2062
F,61,dffe25b129,2017-10-31,77000.0,60,60,2017,10,31,2021-07-26,1364
F,75,a54c824534,2018-01-09,42000.0,70,75,2018,1,9,2021-07-26,1294
F,72,5610caca3f,2018-05-14,62000.0,70,70,2018,5,14,2021-07-26,1169
M,33,908ed9c56d,2017-05-20,38000.0,30,30,2017,5,20,2021-07-26,1528
F,51,7d3a9f861e,2017-04-05,71000.0,50,50,2017,4,5,2021-07-26,1573
M,51,f1811a1e63,2017-11-20,52000.0,50,50,2017,11,20,2021-07-26,1344
M,88,d3bacbe8d4,2017-11-25,52000.0,80,85,2017,11,25,2021-07-26,1339
M,54,ee8a46f009,2016-01-23,56000.0,50,50,2016,1,23,2021-07-26,2011
F,22,9c28b2b173,2017-11-15,45000.0,20,20,2017,11,15,2021-07-26,1349
M,67,554ce26d4b,2017-08-17,51000.0,60,65,2017,8,17,2021-07-26,1439
M,59,3b4bf29b2b,2017-11-28,42000.0,50,55,2017,11,28,2021-07-26,1336
F,35,61cdbc24ad,2018-01-17,51000.0,30,35,2018,1,17,2021-07-26,1286
M,53,db233b413d,2014-02-09,35000.0,50,50,2014,2,9,2021-07-26,2724
F,67,65bb0e2b7e,2017-10-07,57000.0,60,65,2017,10,7,2021-07-26,1388
M,57,af9d0b6974,2015-08-08,63000.0,50,55,2015,8,8,2021-07-26,2179
M,43,480000c67d,2016-08-23,75000.0,40,40,2016,8,23,2021-07-26,1798
F,34,0cc0066758,2016-01-20,75000.0,30,30,2016,1,20,2021-07-26,2014
M,61,46b8e16a60,2017-07-27,56000.0,60,60,2017,7,27,2021-07-26,1460
F,59,a2b21f7bc4,2016-01-12,116000.0,50,55,2016,1,12,2021-07-26,2022
M,63,28465f0342,2017-12-07,65000.0,60,60,2017,12,7,2021-07-26,1327
F,40,c28e7a0f83,2018-07-21,73000.0,40,40,2018,7,21,2021-07-26,1101
F,51,2491a9329c,2018-02-04,80000.0,50,50,2018,2,4,2021-07-26,1268
M,54,e36aa8b799,2014-04-19,40000.0,50,50,2014,4,19,2021-07-26,2655
M,42,1699455e1e,2018-04-01,70000.0,40,40,2018,4,1,2021-07-26,1212
F,53,2bede4f12a,2017-09-22,94000.0,50,50,2017,9,22,2021-07-26,1403
F,76,66ad7d1394,2017-04-05,95000.0,70,75,2017,4,5,2021-07-26,1573
F,60,63afb3c781,2018-01-17,73000.0,60,60,2018,1,17,2021-07-26,1286
M,41,58a4e015be,2018-01-15,35000.0,40,40,2018,1,15,2021-07-26,1288
M,63,f1d381a167,2017-11-20,94000.0,60,60,2017,11,20,2021-07-26,1344
M,34,3d959df8ad,2018-05-30,35000.0,30,30,2018,5,30,2021-07-26,1153
F,60,aa1040ba62,2017-09-27,88000.0,60,60,2017,9,27,2021-07-26,1398
M,87,3e2654232d,2018-01-19,57000.0,80,85,2018,1,19,2021-07-26,1284
F,69,94471d3545,2013-10-12,95000.0,60,65,2013,10,12,2021-07-26,2844
M,35,2383a507a7,2018-02-27,52000.0,30,35,2018,2,27,2021-07-26,1245
F,43,834dede1a0,2016-12-21,61000.0,40,40,2016,12,21,2021-07-26,1678
F,56,2e60dab0d4,2018-06-06,93000.0,50,55,2018,6,6,2021-07-26,1146
M,63,7f8ed4803b,2016-05-17,79000.0,60,60,2016,5,17,2021-07-26,1896
M,37,5d6346117b,2017-12-08,77000.0,30,35,2017,12,8,2021-07-26,1326
M,65,7a2d9f2a66,2017-11-13,70000.0,60,65,2017,11,13,2021-07-26,1351
M,63,2741670cdc,2017-12-11,61000.0,60,60,2017,12,11,2021-07-26,1323
F,26,1c78695008,2017-10-25,31000.0,20,25,2017,10,25,2021-07-26,1370
F,31,a5fb6f7fed,2017-12-21,32000.0,30,30,2017,12,21,2021-07-26,1313
F,87,793913a9f3,2017-12-26,79000.0,80,85,2017,12,26,2021-07-26,1308
M,24,4768373276,2017-11-08,56000.0,20,20,2017,11,8,2021-07-26,1356
F,69,13536ef79e,2016-05-01,78000.0,60,65,2016,5,1,2021-07-26,1912
F,64,50f4cc9c76,2017-10-25,59000.0,60,60,2017,10,25,2021-07-26,1370
F,92,136c7a6bca,2014-11-30,77000.0,90,90,2014,11,30,2021-07-26,2430
M,37,7c0215df34,2017-12-01,50000.0,30,35,2017,12,1,2021-07-26,1333
F,26,b26d91bfdf,2016-10-05,36000.0,20,25,2016,10,5,2021-07-26,1755
M,29,636f585d6b,2017-09-21,70000.0,20,25,2017,9,21,2021-07-26,1404
F,39,02e6dd10b2,2016-10-15,74000.0,30,35,2016,10,15,2021-07-26,1745
M,45,ede45209d2,2018-04-04,63000.0,40,45,2018,4,4,2021-07-26,1209
M,50,6b2b7e8a31,2018-06-14,59000.0,50,50,2018,6,14,2021-07-26,1138
F,53,3f08e8eeb8,2017-01-10,55000.0,50,50,2017,1,10,2021-07-26,1658
M,56,ad654a365a,2017-10-13,111000.0,50,55,2017,10,13,2021-07-26,1382
M,30,d2cbcf6fac,2018-01-08,47000.0,30,30,2018,1,8,2021-07-26,1295
F,33,7bf4db6484,2018-03-06,54000.0,30,30,2018,3,6,2021-07-26,1238
F,56,8286ac1694,2018-04-10,57000.0,50,55,2018,4,10,2021-07-26,1203
F,31,e10ea30980,2016-11-06,53000.0,30,30,2016,11,6,2021-07-26,1723
M,53,21e4f5128f,2016-11-17,41000.0,50,50,2016,11,17,2021-07-26,1712
F,60,44a4a43313,2017-12-05,32000.0,60,60,2017,12,5,2021-07-26,1329
M,36,d5d2aaeb26,2017-08-13,48000.0,30,35,2017,8,13,2021-07-26,1443
M,63,d90b2a22cb,2017-11-07,38000.0,60,60,2017,11,7,2021-07-26,1357
M,70,cdcd2bb0ad,2016-12-15,66000.0,70,70,2016,12,15,2021-07-26,1684
M,63,4202b82c9a,2016-10-27,89000.0,60,60,2016,10,27,2021-07-26,1733
F,51,7bbf4459bc,2016-12-04,65000.0,50,50,2016,12,4,2021-07-26,1695
M,21,57b6aab796,2016-05-26,48000.0,20,20,2016,5,26,2021-07-26,1887
F,24,0020ccbbb6,2016-11-11,60000.0,20,20,2016,11,11,2021-07-26,1718
M,73,7062ce16ee,2018-07-24,32000.0,70,70,2018,7,24,2021-07-26,1098
F,49,d47939878e,2017-02-22,56000.0,40,45,2017,2,22,2021-07-26,1615
M,56,9587e583fd,2017-11-01,42000.0,50,55,2017,11,1,2021-07-26,1363
M,87,a7be3e4d31,2017-12-23,54000.0,80,85,2017,12,23,2021-07-26,1311
F,53,6951ddadd1,2018-01-22,62000.0,50,50,2018,1,22,2021-07-26,1281
M,33,875cc24b75,2017-10-24,34000.0,30,30,2017,10,24,2021-07-26,1371
M,51,9349734e54,2017-12-13,40000.0,50,50,2017,12,13,2021-07-26,1321
M,78,4ed81a6649,2016-08-05,87000.0,70,75,2016,8,5,2021-07-26,1816
M,63,0bb50a84fe,2015-11-08,70000.0,60,60,2015,11,8,2021-07-26,2087
F,77,c82722fe33,2016-07-10,78000.0,70,75,2016,7,10,2021-07-26,1842
M,25,1523002bd3,2017-06-19,37000.0,20,25,2017,6,19,2021-07-26,1498
M,48,254d56f6bf,2017-03-23,43000.0,40,45,2017,3,23,2021-07-26,1586
F,58,75ff6fb855,2016-11-22,72000.0,50,55,2016,11,22,2021-07-26,1707
F,44,627a7c893d,2016-06-12,56000.0,40,40,2016,6,12,2021-07-26,1870
F,53,f18d4a0964,2016-09-05,66000.0,50,50,2016,9,5,2021-07-26,1785
F,50,13b9a30150,2016-06-26,103000.0,50,50,2016,6,26,2021-07-26,1856
F,59,9cf1682aa5,2015-06-16,38000.0,50,55,2015,6,16,2021-07-26,2232
M,65,e84de73289,2015-06-13,36000.0,60,65,2015,6,13,2021-07-26,2235
M,68,78c5db2455,2016-02-10,77000.0,60,65,2016,2,10,2021-07-26,1993
M,47,4dde15db51,2017-04-20,55000.0,40,45,2017,4,20,2021-07-26,1558
F,59,6ab082b797,2017-10-23,57000.0,50,55,2017,10,23,2021-07-26,1372
F,55,4757f0969c,2016-05-27,58000.0,50,55,2016,5,27,2021-07-26,1886
F,73,69414d30b7,2017-08-07,57000.0,70,70,2017,8,7,2021-07-26,1449
F,41,6cdaca9000,2015-08-26,40000.0,40,40,2015,8,26,2021-07-26,2161
M,32,6ee0b1897e,2017-12-17,38000.0,30,30,2017,12,17,2021-07-26,1317
M,73,fdbce2d7af,2017-10-27,55000.0,70,70,2017,10,27,2021-07-26,1368
F,55,7ec292cf2e,2017-08-07,87000.0,50,55,2017,8,7,2021-07-26,1449
M,63,fae320a3b7,2018-01-22,57000.0,60,60,2018,1,22,2021-07-26,1281
M,66,3066af53fe,2017-03-05,76000.0,60,65,2017,3,5,2021-07-26,1604
M,23,e26c4547c8,2014-03-09,39000.0,20,20,2014,3,9,2021-07-26,2696
M,70,09cb1b009f,2018-01-15,68000.0,70,70,2018,1,15,2021-07-26,1288
F,60,744b4ba3c8,2017-12-19,85000.0,60,60,2017,12,19,2021-07-26,1315
M,21,868bb47ae8,2015-08-19,39000.0,20,20,2015,8,19,2021-07-26,2168
F,92,927ef2068e,2018-05-01,63000.0,90,90,2018,5,1,2021-07-26,1182
F,81,a142691e22,2018-01-22,108000.0,80,80,2018,1,22,2021-07-26,1281
M,59,9c3b3fa0de,2017-05-20,108000.0,50,55,2017,5,20,2021-07-26,1528
F,67,8640a7e770,2018-01-29,87000.0,60,65,2018,1,29,2021-07-26,1274
F,48,0777ced8b2,2017-05-16,52000.0,40,45,2017,5,16,2021-07-26,1532
M,28,e8312412dd,2017-11-04,35000.0,20,25,2017,11,4,2021-07-26,1360
M,66,2cd5f607cf,2017-07-28,49000.0,60,65,2017,7,28,2021-07-26,1459
F,64,d149f51e14,2017-02-06,98000.0,60,60,2017,2,6,2021-07-26,1631
M,51,7ccf7223c7,2014-05-18,63000.0,50,50,2014,5,18,2021-07-26,2626
F,30,aa9303d66b,2017-12-01,51000.0,30,30,2017,12,1,2021-07-26,1333
M,31,814cc407a8,2017-10-06,34000.0,30,30,2017,10,6,2021-07-26,1389
M,35,0d24a49bc2,2017-12-01,38000.0,30,35,2017,12,1,2021-07-26,1333
F,57,01925607d9,2015-11-19,116000.0,50,55,2015,11,19,2021-07-26,2076
F,70,5ea4af19f4,2015-08-12,97000.0,70,70,2015,8,12,2021-07-26,2175
O,67,25617a632b,2018-06-26,37000.0,60,65,2018,6,26,2021-07-26,1126
M,60,12a8244682,2018-07-16,97000.0,60,60,2018,7,16,2021-07-26,1106
F,78,4a679284ed,2014-05-24,72000.0,70,75,2014,5,24,2021-07-26,2620
F,82,a1edbd2104,2017-11-18,109000.0,80,80,2017,11,18,2021-07-26,1346
M,49,ad82a475a7,2018-02-09,77000.0,40,45,2018,2,9,2021-07-26,1263
F,73,e2602891e0,2017-10-06,39000.0,70,70,2017,10,6,2021-07-26,1389
F,39,86ba10b8d7,2016-11-27,47000.0,30,35,2016,11,27,2021-07-26,1702
M,30,66ecd4054d,2018-05-01,73000.0,30,30,2018,5,1,2021-07-26,1182
M,59,e567479103,2018-01-11,85000.0,50,55,2018,1,11,2021-07-26,1292
M,72,4934f3d9d8,2017-08-14,37000.0,70,70,2017,8,14,2021-07-26,1442
F,46,39acdc5599,2015-12-20,54000.0,40,45,2015,12,20,2021-07-26,2045
M,43,824f8432c3,2015-12-01,53000.0,40,40,2015,12,1,2021-07-26,2064
F,53,096d06b35e,2015-04-28,69000.0,50,50,2015,4,28,2021-07-26,2281
F,49,8afd610520,2018-03-14,75000.0,40,45,2018,3,14,2021-07-26,1230
F,61,1615981b0a,2017-07-06,72000.0,60,60,2017,7,6,2021-07-26,1481
M,22,d067d8e01e,2014-06-08,50000.0,20,20,2014,6,8,2021-07-26,2605
M,37,b098f5e352,2018-02-23,39000.0,30,35,2018,2,23,2021-07-26,1249
M,45,782e48b0e7,2018-01-01,73000.0,40,45,2018,1,1,2021-07-26,1302
M,40,7d2c8f16e3,2018-03-24,42000.0,40,40,2018,3,24,2021-07-26,1220
F,91,187bc1f183,2016-08-20,95000.0,90,90,2016,8,20,2021-07-26,1801
M,75,2b8d86f2e1,2018-03-22,42000.0,70,75,2018,3,22,2021-07-26,1222
F,54,0b8503be10,2015-08-16,77000.0,50,50,2015,8,16,2021-07-26,2171
M,37,056495e7cd,2018-01-22,57000.0,30,35,2018,1,22,2021-07-26,1281
M,32,26c3b33570,2017-10-05,32000.0,30,30,2017,10,5,2021-07-26,1390
M,21,351781dd50,2018-03-02,35000.0,20,20,2018,3,2,2021-07-26,1242
M,62,f817370b73,2016-08-17,58000.0,60,60,2016,8,17,2021-07-26,1804
F,67,d8d5b651ed,2017-10-17,116000.0,60,65,2017,10,17,2021-07-26,1378
F,31,980a16c52e,2017-11-07,30000.0,30,30,2017,11,7,2021-07-26,1357
M,41,9582c1eb7e,2016-05-04,81000.0,40,40,2016,5,4,2021-07-26,1909
F,65,157007f029,2015-10-12,97000.0,60,65,2015,10,12,2021-07-26,2114
M,55,2bd89e48c6,2018-06-06,76000.0,50,55,2018,6,6,2021-07-26,1146
M,56,41c277ecff,2014-11-26,51000.0,50,55,2014,11,26,2021-07-26,2434
M,66,83805c3df6,2016-07-04,70000.0,60,65,2016,7,4,2021-07-26,1848
M,58,9afe4f7d8c,2017-12-07,61000.0,50,55,2017,12,7,2021-07-26,1327
M,58,ee63c39ac4,2017-12-07,59000.0,50,55,2017,12,7,2021-07-26,1327
F,37,901a3a7315,2016-08-05,64000.0,30,35,2016,8,5,2021-07-26,1816
M,64,1ea253cf07,2015-12-03,77000.0,60,60,2015,12,3,2021-07-26,2062
M,34,34033b32f2,2016-12-03,60000.0,30,30,2016,12,3,2021-07-26,1696
F,49,df318718ba,2017-12-17,115000.0,40,45,2017,12,17,2021-07-26,1317
M,71,2f3d4b6c86,2017-01-02,84000.0,70,70,2017,1,2,2021-07-26,1666
O,62,eb9e4fd181,2017-08-26,74000.0,60,60,2017,8,26,2021-07-26,1430
M,58,53a2acf674,2018-07-03,43000.0,50,55,2018,7,3,2021-07-26,1119
M,91,bd07ab3268,2018-06-14,52000.0,90,90,2018,6,14,2021-07-26,1138
M,56,24eb364cc1,2018-06-30,70000.0,50,55,2018,6,30,2021-07-26,1122
M,54,4f822bd53d,2016-01-27,92000.0,50,50,2016,1,27,2021-07-26,2007
M,65,404756e217,2017-03-21,71000.0,60,65,2017,3,21,2021-07-26,1588
F,45,7de67c6eb7,2017-09-23,98000.0,40,45,2017,9,23,2021-07-26,1402
F,49,d824bb703d,2017-10-30,63000.0,40,45,2017,10,30,2021-07-26,1365
M,54,135b0e8d3c,2013-08-20,40000.0,50,50,2013,8,20,2021-07-26,2897
M,92,b9950188ab,2018-01-22,53000.0,90,90,2018,1,22,2021-07-26,1281
M,61,0b8684abe0,2018-02-02,43000.0,60,60,2018,2,2,2021-07-26,1270
M,55,3e9e889fc5,2017-02-01,98000.0,50,55,2017,2,1,2021-07-26,1636
F,58,37ce604e20,2017-08-19,77000.0,50,55,2017,8,19,2021-07-26,1437
F,61,9bde7def70,2016-03-30,76000.0,60,60,2016,3,30,2021-07-26,1944
F,22,1199ff8c90,2017-08-15,40000.0,20,20,2017,8,15,2021-07-26,1441
M,54,7f0f4f70ce,2013-09-06,38000.0,50,50,2013,9,6,2021-07-26,2880
F,83,f0503e0e99,2018-06-07,31000.0,80,80,2018,6,7,2021-07-26,1145
M,19,5d5acd4ed8,2018-01-20,74000.0,10,15,2018,1,20,2021-07-26,1283
M,45,6f4fd07ef6,2016-05-24,71000.0,40,45,2016,5,24,2021-07-26,1889
M,69,89642012bc,2018-04-21,61000.0,60,65,2018,4,21,2021-07-26,1192
M,55,10c856f917,2013-12-16,96000.0,50,55,2013,12,16,2021-07-26,2779
M,59,cb869ab3db,2017-12-22,90000.0,50,55,2017,12,22,2021-07-26,1312
F,61,66fa85292a,2018-01-05,45000.0,60,60,2018,1,5,2021-07-26,1298
M,68,ea937c66a9,2016-03-21,49000.0,60,65,2016,3,21,2021-07-26,1953
M,54,7117a7713d,2016-10-26,64000.0,50,50,2016,10,26,2021-07-26,1734
M,36,42432413aa,2013-08-05,40000.0,30,35,2013,8,5,2021-07-26,2912
O,60,a7dc060f6f,2017-02-01,69000.0,60,60,2017,2,1,2021-07-26,1636
F,28,f4a13092c0,2018-03-17,41000.0,20,25,2018,3,17,2021-07-26,1227
M,42,12583497d0,2018-06-07,44000.0,40,40,2018,6,7,2021-07-26,1145
F,69,31943ca096,2015-12-20,105000.0,60,65,2015,12,20,2021-07-26,2045
F,47,5dfdad4241,2014-06-20,97000.0,40,45,2014,6,20,2021-07-26,2593
O,21,66412cc34d,2015-06-30,45000.0,20,20,2015,6,30,2021-07-26,2218
M,62,8407583927,2018-03-12,56000.0,60,60,2018,3,12,2021-07-26,1232
M,59,2633bf11fc,2017-12-12,67000.0,50,55,2017,12,12,2021-07-26,1322
F,30,62e9e13925,2017-12-03,40000.0,30,30,2017,12,3,2021-07-26,1331
F,38,e08771acbe,2018-05-17,59000.0,30,35,2018,5,17,2021-07-26,1166
M,70,2ff1c4d5ac,2017-11-02,74000.0,70,70,2017,11,2,2021-07-26,1362
M,55,8ede89b780,2016-09-12,88000.0,50,55,2016,9,12,2021-07-26,1778
M,68,0eab0b968b,2015-02-24,73000.0,60,65,2015,2,24,2021-07-26,2344
F,26,97893bd25b,2017-01-27,52000.0,20,25,2017,1,27,2021-07-26,1641
F,50,33019dc907,2017-09-13,63000.0,50,50,2017,9,13,2021-07-26,1412
M,59,73adeca7df,2018-03-09,71000.0,50,55,2018,3,9,2021-07-26,1235
F,43,ea582a9c77,2016-04-12,66000.0,40,40,2016,4,12,2021-07-26,1931
F,64,da8f5f42e3,2018-04-24,51000.0,60,60,2018,4,24,2021-07-26,1189
M,44,1354b9d1ec,2014-07-29,59000.0,40,40,2014,7,29,2021-07-26,2554
M,32,13f6f5de4f,2017-12-05,41000.0,30,30,2017,12,5,2021-07-26,1329
F,49,c2b2d67d84,2015-10-25,60000.0,40,45,2015,10,25,2021-07-26,2101
F,64,dd1ba9ff27,2017-10-09,80000.0,60,60,2017,10,9,2021-07-26,1386
F,68,27877b28fd,2017-09-01,92000.0,60,65,2017,9,1,2021-07-26,1424
M,48,535af760b9,2013-11-09,56000.0,40,45,2013,11,9,2021-07-26,2816
F,23,acf11763f2,2018-07-03,41000.0,20,20,2018,7,3,2021-07-26,1119
F,64,1945d44705,2016-04-30,56000.0,60,60,2016,4,30,2021-07-26,1913
M,29,1af1aacd7d,2017-09-20,43000.0,20,25,2017,9,20,2021-07-26,1405
M,25,8feb7b4289,2017-10-26,58000.0,20,25,2017,10,26,2021-07-26,1369
F,73,43005ea076,2016-02-14,72000.0,70,70,2016,2,14,2021-07-26,1989
M,47,4d6012820a,2018-05-31,54000.0,40,45,2018,5,31,2021-07-26,1152
M,82,71ce0f1aa7,2015-04-12,32000.0,80,80,2015,4,12,2021-07-26,2297
F,66,d7012ca0a4,2018-01-24,75000.0,60,65,2018,1,24,2021-07-26,1279
M,31,f64aaf9805,2018-07-20,31000.0,30,30,2018,7,20,2021-07-26,1102
M,49,3e05c8f651,2017-12-16,109000.0,40,45,2017,12,16,2021-07-26,1318
F,50,71df811afc,2017-11-09,72000.0,50,50,2017,11,9,2021-07-26,1355
F,73,5304a3435a,2016-07-18,63000.0,70,70,2016,7,18,2021-07-26,1834
M,54,d727102ac2,2017-10-24,34000.0,50,50,2017,10,24,2021-07-26,1371
F,43,684db2c7aa,2014-05-12,69000.0,40,40,2014,5,12,2021-07-26,2632
F,73,8037cd9c2a,2015-12-17,91000.0,70,70,2015,12,17,2021-07-26,2048
M,63,44083cf267,2017-12-13,111000.0,60,60,2017,12,13,2021-07-26,1321
M,35,202089fa67,2015-11-26,47000.0,30,35,2015,11,26,2021-07-26,2069
M,51,10c9361517,2017-12-10,45000.0,50,50,2017,12,10,2021-07-26,1324
F,48,7b28acaeab,2017-09-23,62000.0,40,45,2017,9,23,2021-07-26,1402
M,58,3cef1cefdb,2017-08-24,53000.0,50,55,2017,8,24,2021-07-26,1432
F,73,2f81287ac4,2018-01-29,37000.0,70,70,2018,1,29,2021-07-26,1274
F,40,85ae2af96e,2017-10-07,63000.0,40,40,2017,10,7,2021-07-26,1388
M,55,01a5e8b57b,2017-09-12,79000.0,50,55,2017,9,12,2021-07-26,1413
M,49,cbe6e55ecf,2018-06-17,57000.0,40,45,2018,6,17,2021-07-26,1135
M,34,0f5f04b19a,2018-06-24,37000.0,30,30,2018,6,24,2021-07-26,1128
M,73,ecb3be2f4d,2015-02-19,46000.0,70,70,2015,2,19,2021-07-26,2349
M,77,8bd6cb446f,2017-08-09,32000.0,70,75,2017,8,9,2021-07-26,1447
F,63,286424d90d,2017-03-22,84000.0,60,60,2017,3,22,2021-07-26,1587
F,56,3f27c3b329,2018-03-02,67000.0,50,55,2018,3,2,2021-07-26,1242
F,51,e489110823,2015-11-09,52000.0,50,50,2015,11,9,2021-07-26,2086
F,54,2d4eaf25aa,2017-09-22,62000.0,50,50,2017,9,22,2021-07-26,1403
F,18,62824d9c3f,2017-10-16,51000.0,10,15,2017,10,16,2021-07-26,1379
F,52,014899c751,2016-03-24,115000.0,50,50,2016,3,24,2021-07-26,1950
M,46,847d5d396c,2018-05-21,36000.0,40,45,2018,5,21,2021-07-26,1162
M,40,306cd06bf8,2017-12-19,38000.0,40,40,2017,12,19,2021-07-26,1315
M,25,665c35dd54,2017-11-07,49000.0,20,25,2017,11,7,2021-07-26,1357
M,28,a8ff8dbc7f,2016-06-21,35000.0,20,25,2016,6,21,2021-07-26,1861
F,34,1d5ac44f1f,2017-11-14,46000.0,30,30,2017,11,14,2021-07-26,1350
M,56,e791900140,2018-04-05,50000.0,50,55,2018,4,5,2021-07-26,1208
M,60,f139a0f0f0,2017-10-11,48000.0,60,60,2017,10,11,2021-07-26,1384
F,69,cada8a2c71,2016-03-28,36000.0,60,65,2016,3,28,2021-07-26,1946
F,56,df8d871960,2018-06-05,85000.0,50,55,2018,6,5,2021-07-26,1147
M,43,a4b858bdbc,2015-09-20,62000.0,40,40,2015,9,20,2021-07-26,2136
M,56,365078962f,2016-03-23,67000.0,50,55,2016,3,23,2021-07-26,1951
M,28,1ee0970f9a,2017-11-09,59000.0,20,25,2017,11,9,2021-07-26,1355
M,47,a96a36c524,2017-08-26,32000.0,40,45,2017,8,26,2021-07-26,1430
M,52,f83c4df46c,2015-09-01,73000.0,50,50,2015,9,1,2021-07-26,2155
M,37,02dd040b77,2017-11-22,60000.0,30,35,2017,11,22,2021-07-26,1342
M,55,97b8f814bb,2016-06-07,75000.0,50,55,2016,6,7,2021-07-26,1875
M,24,0d3451dbd8,2018-05-11,41000.0,20,20,2018,5,11,2021-07-26,1172
F,24,0a0730c8bc,2017-10-03,73000.0,20,20,2017,10,3,2021-07-26,1392
F,24,2059ee3cdf,2017-10-17,41000.0,20,20,2017,10,17,2021-07-26,1378
F,49,438bd46f2b,2017-08-01,112000.0,40,45,2017,8,1,2021-07-26,1455
F,28,2704e553ed,2016-08-24,34000.0,20,25,2016,8,24,2021-07-26,1797
F,96,6332d144d8,2018-03-09,55000.0,90,95,2018,3,9,2021-07-26,1235
O,34,cdfacf0e89,2017-06-26,72000.0,30,30,2017,6,26,2021-07-26,1491
M,41,8abc4447ac,2016-03-19,91000.0,40,40,2016,3,19,2021-07-26,1955
F,59,bfdf513e47,2017-12-31,96000.0,50,55,2017,12,31,2021-07-26,1303
M,53,ebd188fb9d,2017-07-20,52000.0,50,50,2017,7,20,2021-07-26,1467
M,42,d0e37ab86e,2015-07-23,31000.0,40,40,2015,7,23,2021-07-26,2195
M,21,41576d9278,2014-06-07,56000.0,20,20,2014,6,7,2021-07-26,2606
M,80,dacef14d46,2015-11-17,68000.0,80,80,2015,11,17,2021-07-26,2078
F,39,7c31e17663,2015-09-13,58000.0,30,35,2015,9,13,2021-07-26,2143
O,47,048bf07732,2018-04-23,51000.0,40,45,2018,4,23,2021-07-26,1190
M,58,34e99d0c0b,2017-08-27,92000.0,50,55,2017,8,27,2021-07-26,1429
M,49,beac80ebf5,2018-01-02,65000.0,40,45,2018,1,2,2021-07-26,1301
M,57,26d9fdcb7d,2017-06-24,64000.0,50,55,2017,6,24,2021-07-26,1493
F,82,7f388ca959,2017-03-10,104000.0,80,80,2017,3,10,2021-07-26,1599
M,66,d6c59b581b,2016-09-18,53000.0,60,65,2016,9,18,2021-07-26,1772
F,54,fbd6201ac4,2018-02-04,66000.0,50,50,2018,2,4,2021-07-26,1268
M,50,ae57fa97d0,2017-11-07,54000.0,50,50,2017,11,7,2021-07-26,1357
F,62,becf045d91,2015-12-24,85000.0,60,60,2015,12,24,2021-07-26,2041
F,63,c52fc6a014,2014-07-15,76000.0,60,60,2014,7,15,2021-07-26,2568
M,27,4dc0c5a72d,2017-09-12,33000.0,20,25,2017,9,12,2021-07-26,1413
F,68,65b28828b1,2017-12-28,53000.0,60,65,2017,12,28,2021-07-26,1306
M,36,b67d6050ad,2018-05-05,48000.0,30,35,2018,5,5,2021-07-26,1178
M,42,eb35e21cf3,2013-08-31,60000.0,40,40,2013,8,31,2021-07-26,2886
M,71,28e4688dc0,2017-07-30,70000.0,70,70,2017,7,30,2021-07-26,1457
M,37,be0da26df7,2017-11-11,34000.0,30,35,2017,11,11,2021-07-26,1353
